ORIGEN_ESTACION,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,515
21,0,0,0,1,1,7,1,0,0,2,0,0,2,0,0,5,3,0,1,111,0,1,3,0,2,2,20,4,1,0,0,4,1,0,0,0,2,1,29,2,0,0,0,3,1,0,5,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,5,1,5,1,0,0,1,4,1,2,3,0,3,2,2,2,0,0,3,8,1,0,0,4,0,0,1,0,0,2,6,16,11,3,0,0,1,1,0,0,0,0,0,1,12,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,8,2,0,0,3,18,6,3,1,4,0,0,7,0,2,2,3,0,0,1,4,24,0,3,2,0,0,3,2,3,0,0,0,5,1,1,0,6,4,0,0,0,2,0,0,8,2,0,0,1,3,1,1,2,1,0,0,1,0,0,2,0,0,0,3,0
22,35,28,5,6,1,7,9,0,23,0,0,33,17,6,11,0,11,20,2,1,40,12,11,1,17,22,4,1,44,0,4,22,17,34,12,5,14,7,2,14,10,9,8,8,5,16,3,5,12,1,13,7,8,3,0,13,6,19,21,6,12,50,2,4,0,16,3,0,10,1,4,0,11,6,2,15,4,0,2,2,19,10,2,1,0,2,10,12,1,0,3,2,7,7,0,0,1,0,1,7,1,0,2,0,0,0,7,19,5,1,1,11,25,10,1,17,0,1,3,5,7,1,7,0,1,3,6,62,12,0,5,15,0,2,1,0,0,11,2,2,6,0,0,9,12,3,0,2,1,0,3,0,3,2,0,1,5,2,5,8,2,1,21,1,16,0,2,3,1,5,8,7,0,0,1,0,3,1,1,0,0,1,1,1,7,2,7,10,20,0,1,0,0,0,0,0
23,11,17,8,10,4,6,6,0,7,3,0,6,5,3,21,6,14,18,3,1,21,62,27,4,13,33,0,4,5,0,12,23,9,13,6,9,16,25,2,53,18,4,18,6,15,17,0,3,8,0,13,5,13,0,3,4,3,25,14,14,10,7,6,4,0,12,3,5,17,7,9,4,2,17,3,2,5,2,13,1,16,12,6,3,1,0,3,1,7,0,2,1,22,9,0,0,1,1,0,6,1,0,0,4,1,4,3,16,18,4,0,3,10,3,1,2,0,2,0,2,5,0,9,0,0,0,8,54,35,0,3,18,1,6,1,2,0,17,0,0,11,2,0,4,14,6,7,8,3,0,5,0,0,0,1,1,0,2,4,9,5,8,9,0,6,0,4,2,0,2,24,8,0,1,1,1,4,0,5,0,0,0,1,0,5,0,16,2,2,0,0,2,0,0,2,0
24,6,5,19,3,3,9,10,0,7,7,0,9,22,3,32,4,42,3,1,0,7,11,65,5,3,6,3,2,2,0,11,14,16,8,13,7,12,23,0,14,12,0,7,13,8,6,0,1,8,2,1,0,5,0,17,3,1,15,22,3,27,3,0,7,0,13,0,0,7,10,8,2,19,13,13,6,11,2,17,1,16,9,2,8,1,4,2,1,15,2,8,0,19,2,0,0,1,0,0,0,2,4,11,3,1,2,1,18,26,0,0,2,4,6,6,2,2,5,6,1,1,1,9,0,0,5,1,12,18,0,2,15,1,3,1,1,2,30,1,0,1,0,3,9,23,13,16,2,1,6,3,6,1,2,0,1,2,1,5,23,4,2,2,1,18,1,0,8,10,10,7,6,5,2,1,0,2,1,8,3,0,0,1,1,9,0,12,3,1,1,1,0,0,0,0,0
25,31,4,0,1,39,2,0,0,39,0,0,14,6,54,3,20,2,5,13,1,5,7,6,132,4,3,8,14,26,16,0,24,0,1,2,1,3,0,0,0,18,27,1,2,0,1,0,5,0,6,0,20,0,36,2,17,47,1,5,2,3,8,41,39,0,2,4,18,1,1,1,9,3,3,7,3,4,6,10,13,4,5,27,11,2,1,23,15,5,4,8,3,1,18,0,0,8,16,11,13,4,0,2,0,1,15,15,2,0,36,0,4,7,1,0,4,1,26,22,31,33,33,1,0,0,25,1,3,0,6,12,1,12,1,0,4,1,6,34,12,8,3,0,1,1,2,1,1,0,0,27,1,16,3,1,19,22,68,2,16,1,27,13,7,0,2,21,2,2,0,3,0,2,3,1,1,22,9,3,1,0,0,1,0,4,9,1,1,12,4,0,0,2,1,4,0
26,23,12,48,55,4,18,9,0,6,39,0,13,0,6,11,0,15,3,0,0,6,14,6,2,360,8,0,1,1,2,35,9,18,46,14,3,9,12,1,7,15,2,13,6,9,51,2,6,1,0,1,0,49,0,4,3,4,32,28,8,45,2,1,0,0,13,4,1,2,7,9,3,3,9,1,2,44,0,2,0,0,3,0,2,0,2,2,0,1,0,4,0,10,0,0,0,0,1,0,1,4,0,3,0,6,1,1,79,6,2,0,5,6,5,0,4,0,1,0,0,3,1,4,0,8,0,17,164,9,0,3,16,0,17,0,0,0,20,1,0,2,1,2,1,1,5,58,31,24,12,0,0,1,1,0,0,1,0,0,1,18,3,0,1,3,0,0,6,7,1,4,2,4,1,1,0,3,0,3,0,0,3,0,0,5,0,3,5,3,0,1,0,0,0,0,0
27,17,16,3,4,11,4,3,0,17,2,0,24,15,19,18,10,14,17,11,1,16,30,12,6,6,70,3,7,22,5,13,42,16,11,10,5,24,3,1,18,54,3,13,7,1,2,0,3,13,0,5,8,7,2,2,7,6,18,5,6,2,52,2,12,0,23,2,4,8,5,6,6,16,11,12,7,3,3,6,9,33,17,21,2,7,5,2,11,6,2,4,0,9,11,0,0,0,0,0,0,1,1,6,1,0,1,6,7,9,2,0,9,20,2,0,12,4,4,8,14,4,4,1,0,2,2,1,28,22,1,10,28,1,1,4,1,0,43,0,0,9,0,2,4,12,3,5,1,0,1,8,2,5,2,1,1,5,3,3,19,8,24,12,2,5,2,8,8,3,10,15,6,2,0,0,5,6,0,30,4,1,0,5,0,8,3,3,4,5,1,3,1,1,0,0,0
28,4,0,2,6,14,5,1,0,12,2,0,1,10,6,22,30,11,1,3,16,1,1,3,7,2,4,202,27,2,14,0,7,3,0,2,0,1,1,28,2,9,6,1,7,2,1,22,1,1,9,0,4,2,6,3,1,7,7,0,0,1,3,5,21,0,3,0,14,1,6,4,12,18,14,9,0,5,32,5,32,7,25,8,95,23,7,11,0,17,11,43,0,1,14,0,0,2,2,0,2,9,3,17,6,0,2,17,5,2,4,0,0,2,5,20,1,8,10,1,0,1,3,5,0,0,1,0,2,4,0,88,1,2,1,3,33,21,17,0,11,11,0,66,1,7,2,7,2,2,0,4,18,1,16,1,4,4,18,9,23,1,5,2,28,13,2,1,6,23,12,5,2,2,2,11,20,9,1,17,1,1,10,3,2,0,1,1,2,3,3,6,2,7,1,43,0
29,6,1,2,0,14,1,3,0,16,3,0,1,16,14,3,74,7,1,3,1,0,1,4,14,0,6,21,326,0,71,8,9,1,2,0,0,2,2,1,3,8,4,3,4,0,0,18,0,1,21,1,35,5,15,0,3,9,3,2,1,0,2,17,23,0,3,0,20,3,2,1,75,5,14,6,0,0,46,1,74,3,8,6,3,72,9,6,3,7,4,5,5,5,22,0,0,15,19,3,5,12,1,13,2,0,22,14,4,0,20,0,0,18,2,4,1,2,54,15,8,2,4,4,2,1,18,1,0,3,5,63,1,74,0,3,2,1,8,20,18,11,3,16,0,3,2,0,1,1,0,8,4,4,36,30,5,13,40,5,24,0,3,2,46,3,2,10,2,1,0,3,1,0,2,23,7,4,2,2,1,7,6,20,5,1,6,0,4,6,23,0,0,12,0,10,0
30,43,14,3,1,27,13,0,0,89,1,0,71,10,19,8,13,7,9,7,1,47,8,5,17,4,22,0,2,85,0,3,60,1,3,6,2,24,2,0,2,48,12,2,1,0,1,1,14,2,1,4,7,2,5,0,7,25,2,2,1,4,38,12,22,0,3,4,6,3,0,4,1,14,16,7,9,0,0,0,4,9,22,17,0,3,14,17,24,5,1,11,0,7,10,0,0,3,6,1,23,3,0,4,0,1,3,12,2,4,4,0,35,31,0,2,31,1,19,9,9,11,2,0,0,2,6,1,31,4,2,6,12,1,0,0,3,1,10,8,6,16,3,0,2,4,2,2,0,0,1,19,1,8,0,3,0,18,13,1,9,0,31,31,2,14,0,21,11,5,3,20,2,4,8,0,0,18,0,6,1,11,4,0,0,34,15,0,18,19,4,0,9,1,1,0,0
31,2,0,2,0,16,4,0,0,9,0,0,1,2,20,1,11,2,1,3,2,0,0,0,16,0,1,3,56,3,157,5,6,0,0,0,0,2,0,2,4,4,14,0,3,0,0,4,0,0,7,0,18,0,7,1,13,7,0,4,1,4,0,21,5,0,1,1,5,1,0,2,45,3,6,0,0,0,8,0,21,1,9,6,4,30,3,3,2,2,1,2,5,4,16,0,0,28,38,9,2,11,1,0,1,1,35,5,1,1,26,0,1,4,1,1,2,4,32,4,13,0,6,1,1,0,33,1,1,1,3,13,0,90,0,0,20,2,1,16,4,2,15,5,0,3,0,0,0,1,1,4,3,7,5,16,12,15,21,6,1,0,5,1,18,6,0,12,6,0,1,0,1,0,0,3,4,3,13,1,0,5,2,3,5,0,9,0,0,0,7,1,1,2,0,0,0
32,5,17,16,20,0,9,3,0,1,22,0,5,5,2,13,0,4,3,0,0,4,9,7,0,31,6,2,2,4,1,56,8,54,4,6,1,4,26,0,7,1,2,11,4,8,5,0,0,1,0,11,1,13,0,4,1,1,19,12,5,29,3,1,4,0,6,2,1,6,6,0,2,7,14,4,1,15,1,19,1,6,2,2,3,1,3,0,4,2,0,3,0,5,3,0,0,1,0,0,1,0,0,0,0,1,2,1,103,5,0,2,1,3,8,0,1,2,0,1,1,1,1,8,0,0,1,11,30,16,0,2,7,0,27,0,0,0,10,0,1,1,0,4,2,5,2,24,8,5,5,2,0,2,0,0,0,0,1,2,8,49,1,1,2,3,0,2,1,7,7,6,2,1,0,0,0,2,0,2,0,0,0,0,0,3,1,1,4,0,1,2,2,0,0,0,0
33,36,23,4,4,15,5,0,0,67,2,0,31,38,33,11,22,30,20,7,7,22,27,13,42,9,33,16,7,61,10,5,82,8,8,4,6,59,4,10,3,41,14,29,4,0,1,5,15,8,4,2,25,7,18,3,10,45,12,10,20,7,10,11,30,0,21,12,11,7,4,5,8,35,41,19,2,1,0,4,15,22,35,85,6,4,26,27,49,17,3,17,4,4,36,0,0,4,5,1,5,4,1,18,6,0,4,13,8,7,8,0,11,44,2,7,44,3,13,8,29,20,20,5,0,2,12,5,31,4,0,23,33,1,2,0,2,4,25,16,19,25,3,5,5,17,9,9,3,6,1,24,2,12,3,0,5,17,12,19,29,1,36,77,9,3,2,16,13,3,3,61,10,1,6,4,2,39,1,33,3,0,7,2,3,15,2,3,34,29,4,1,0,1,0,4,0
